Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Group,Total_Engagement,Hashtag_List,Hashtag_Count,Word_Count,Character_Count,Continent
"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment.",Accomplishment,2020-04-15 05:30:00,FujiSummitAchiever,Facebook,#Accomplishment #SunriseHues,28.0,55.0,Japan,2020,4,15,5,Confidence & Achievement,83.0,"['#accomplishment', '#sunrisehues']",2,17,100,Asia
"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization.",Exploration,2016-11-22 13:00:00,AngkorWatAdventurer,Instagram,#Exploration #KhmerStories,20.0,40.0,Cambodia,2016,11,22,13,Curiosity & Reflection,60.0,"['#exploration', '#khmerstories']",2,14,95,Asia
"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks.",Adventure,2019-01-10 14:45:00,AlpsSkiAdventurer,Twitter,#Adventure #SnowPeakDance,22.0,45.0,Switzerland,2019,1,10,14,Experience & Theme,67.0,"['#adventure', '#snowpeakdance']",2,18,98,Europe
"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves.",Tranquility,2023-02-28 16:20:00,KyotoBambooSeeker,Facebook,#Tranquility #ZenWisdom,25.0,50.0,Japan,2023,2,28,16,Calm & Peace,75.0,"['#tranquility', '#zenwisdom']",2,16,100,Asia
"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur.",Grandeur,2018-05-28 18:30:00,NorwayFjordExplorer,Instagram,#Grandeur #IcyMasterpiece,22.0,45.0,Norway,2018,5,28,18,Admiration & Awe,67.0,"['#grandeur', '#icymasterpiece']",2,14,98,Europe
"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion.",Emotion,2022-09-15 20:00:00,AdeleConcertGoer,Instagram,#Emotion #AdeleConcert,40.0,80.0,USA,2022,9,15,20,Neutral / General,120.0,"['#emotion', '#adeleconcert']",2,17,106,North America
"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move.",Energy,2019-07-28 21:30:00,BeyonceDancer,Twitter,#Energy #BeyonceConcert,35.0,70.0,USA,2019,7,28,21,Energy & Arousal,105.0,"['#energy', '#beyonceconcert']",2,17,99,North America
"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale.",Enchantment,2021-05-10 19:45:00,SwiftieDreamer,Facebook,#Enchantment #TaylorSwift,30.0,60.0,USA,2021,5,10,19,Admiration & Awe,90.0,"['#enchantment', '#taylorswift']",2,18,99,North America
"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit.",Nostalgia,2018-12-02 22:15:00,QueenTributeFan,Instagram,#Nostalgia #QueenTribute,22.0,45.0,UK,2018,12,2,22,Curiosity & Reflection,67.0,"['#nostalgia', '#queentribute']",2,19,105,Europe
"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments.",Serenity,2020-08-18 19:00:00,SheeranMelodyLover,Twitter,#Serenity #EdSheeranConcert,18.0,35.0,UK,2020,8,18,19,Calm & Peace,53.0,"['#serenity', '#edsheeranconcert']",2,13,90,Europe
"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy.",Joy,2017-03-28 20:30:00,MarsJoyExplorer,Facebook,#Joy #BrunoMars,28.0,55.0,USA,2017,3,28,20,Happiness & Joy,83.0,"['#joy', '#brunomars']",2,18,99,North America
"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop.",Celebration,2022-01-15 21:15:00,MJTributeDancer,Instagram,#Celebration #MJTribute,25.0,50.0,USA,2022,1,15,21,Happiness & Joy,75.0,"['#celebration', '#mjtribute']",2,17,98,North America
"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'.",Charm,2019-06-10 18:45:00,SinatraCharmListener,Twitter,#Charm #SinatraTribute,22.0,45.0,USA,2019,6,10,18,Love & Affection,67.0,"['#charm', '#sinatratribute']",2,19,103,North America
"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy.",Ecstasy,2023-03-20 22:30:00,MetallicaMoshWarrior,Facebook,#Ecstasy #MetallicaConcert,35.0,70.0,USA,2023,3,20,22,Happiness & Joy,105.0,"['#ecstasy', '#metallicaconcert']",2,17,103,North America
"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night.",Hope,2016-11-28 19:00:00,ColdplayHopeSeeker,Instagram,#Hope #ColdplayMagic,30.0,60.0,UK,2016,11,28,19,Hope & Optimism,90.0,"['#hope', '#coldplaymagic']",2,18,100,Europe
"At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm.",Enthusiasm,2018-08-05 20:00:00,BieberDanceEnthusiast,Instagram,#Enthusiasm #JustinBieber,40.0,80.0,Canada,2018,8,5,20,Happiness & Joy,120.0,"['#enthusiasm', '#justinbieber']",2,17,104,North America
"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry.",Creativity,2021-04-15 21:30:00,GagaArtisticChameleon,Twitter,#Creativity #LadyGaga,35.0,70.0,USA,2021,4,15,21,Creativity & Inspiration,105.0,"['#creativity', '#ladygaga']",2,18,104,North America
"Immersed in the soulful melodies of Adele, tears flow freely, moved by the emotion of 'Hello'.",Emotion,2019-11-28 19:45:00,AdeleMelodyTearjerker,Facebook,#Emotion #AdeleMelodies,30.0,60.0,UK,2019,11,28,19,Neutral / General,90.0,"['#emotion', '#adelemelodies']",2,16,94,Europe
"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky.",Colorful,2020-06-22 22:00:00,KatyPerryColorExplosion,Instagram,#Colorful #KatyPerry,22.0,45.0,USA,2020,6,22,22,Creativity & Inspiration,67.0,"['#colorful', '#katyperry']",2,16,94,North America
"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride.",Pride,2017-09-10 20:15:00,JayZEmpireListener,Twitter,#Pride #JayZAnthem,18.0,35.0,USA,2017,9,10,20,Confidence & Achievement,53.0,"['#pride', '#jayzanthem']",2,19,103,North America
"Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'.",Hypnotic,2022-02-28 21:15:00,ShakiraHipsDancer,Facebook,#Hypnotic #ShakiraRhythms,28.0,55.0,Colombia,2022,2,28,21,Admiration & Awe,83.0,"['#hypnotic', '#shakirarhythms']",2,15,92,South America
"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection.",Connection,2016-05-15 19:30:00,U2ConnectionSeeker,Instagram,#Connection #U2Anthem,25.0,50.0,Ireland,2016,5,15,19,Love & Affection,75.0,"['#connection', '#u2anthem']",2,18,101,Europe
"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night.",Iconic,2018-12-10 22:30:00,GunsNRosesRiffRockstar,Twitter,#Iconic #GNRConcert,22.0,45.0,USA,2018,12,10,22,Creativity & Inspiration,67.0,"['#iconic', '#gnrconcert']",2,20,100,North America
"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony.",Euphoria,2023-01-22 20:00:00,ArianaEuphoriaChaser,Facebook,#Euphoria #ArianaGrande,35.0,70.0,USA,2023,1,22,20,Happiness & Joy,105.0,"['#euphoria', '#arianagrande']",2,18,98,North America
"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul.",Journey,2020-03-05 18:45:00,MarleyReggaeTraveler,Instagram,#Journey #BobMarleyTribute,30.0,60.0,Jamaica,2020,3,5,18,Experience & Theme,90.0,"['#journey', '#bobmarleytribute']",2,17,100,North America
"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere.",Excitement,2018-10-12 20:00:00,MovieEnthusiastPremiereAttendee,Twitter,#Excitement #MoviePremiereThrills,40.0,80.0,USA,2018,10,12,20,Happiness & Joy,120.0,"['#excitement', '#moviepremierethrills']",2,18,130,North America
"As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films.",Nostalgia,2019-06-25 22:15:00,FilmLoverNostalgiaSeeker,Instagram,#Nostalgia #ClassicFilmMoments,35.0,70.0,UK,2019,6,25,22,Curiosity & Reflection,105.0,"['#nostalgia', '#classicfilmmoments']",2,18,114,Europe
"Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy.",Engagement,2020-07-08 19:30:00,WebSeriesViewerCharacterConnection,Facebook,#Engagement #WebSeriesJourney,30.0,60.0,Canada,2020,7,8,19,Confidence & Achievement,90.0,"['#engagement', '#webseriesjourney']",2,20,127,North America
"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment.",Pride,2017-09-18 21:45:00,IndieFilmmakerFestivalSuccess,Twitter,#Pride #IndieFilmSuccess,22.0,45.0,Australia,2017,9,18,21,Confidence & Achievement,67.0,"['#pride', '#indiefilmsuccess']",2,19,126,Oceania
"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow.",Touched,2021-01-15 18:00:00,DramaEnthusiastHeartwarmingMoments,Instagram,#Touched #FamilyDramaMoments,28.0,55.0,India,2021,1,15,18,Love & Affection,83.0,"['#touched', '#familydramamoments']",2,20,131,Asia
"At the Oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance.",Gratitude,2016-02-28 20:30:00,AwardWinningActorOscarsRecipient,Facebook,#Gratitude #OscarWinningMoment,18.0,35.0,USA,2016,2,28,20,Hope & Optimism,53.0,"['#gratitude', '#oscarwinningmoment']",2,20,135,North America
"Discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity.",Inspiration,2022-04-20 17:30:00,DocumentaryEnthusiastHiddenGemFinder,Twitter,#Inspiration #HiddenGemDiscovery,22.0,45.0,France,2022,4,20,17,Creativity & Inspiration,67.0,"['#inspiration', '#hiddengemdiscovery']",2,21,133,Europe
"As the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline.",Contemplation,2019-11-05 21:15:00,FilmBuffContemplativeViewer,Instagram,#Contemplation #DeepMeanings,28.0,55.0,Germany,2019,11,5,21,Curiosity & Reflection,83.0,"['#contemplation', '#deepmeanings']",2,22,137,Europe
"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline.",Suspense,2015-07-12 22:00:00,CrimeSeriesEnthusiastThrillSeeker,Facebook,#Suspense #CrimeSeriesThrills,35.0,70.0,Japan,2015,7,12,22,Fear & Anxiety,105.0,"['#suspense', '#crimeseriesthrills']",2,21,128,Asia
"As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending.",Satisfaction,2020-09-10 19:45:00,FilmCriticSatisfactionSeeker,Twitter,#Satisfaction #FulfillingEnding,22.0,45.0,Brazil,2020,9,10,19,Calm & Peace,67.0,"['#satisfaction', '#fulfillingending']",2,21,138,South America
"Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team.",Joy,2018-07-15 21:30:00,FootballFanWorldCupCelebration,Instagram,#Joy #WorldCupTriumph,40.0,80.0,Brazil,2018,7,15,21,Happiness & Joy,120.0,"['#joy', '#worldcuptriumph']",2,21,120,South America
"At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement.",Inspiration,2020-08-08 19:45:00,OlympicsEnthusiastGoldMedalWinner,Twitter,#Inspiration #OlympicAchievement,35.0,70.0,USA,2020,8,8,19,Creativity & Inspiration,105.0,"['#inspiration', '#olympicachievement']",2,20,142,North America
"In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions.",Excitement,2019-06-25 22:15:00,CricketFanChampionshipThrills,Facebook,#Excitement #CricketChampionship,30.0,60.0,India,2019,6,25,22,Happiness & Joy,90.0,"['#excitement', '#cricketchampionship']",2,20,131,Asia
"Witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners.",Admiration,2021-11-07 17:30:00,MarathonSpectatorRecordBreaking,Instagram,#Admiration #MarathonRecords,22.0,45.0,Kenya,2021,11,7,17,Admiration & Awe,67.0,"['#admiration', '#marathonrecords']",2,19,133,Africa
"In the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage.",Captivation,2017-09-10 20:15:00,TennisEnthusiastGrandSlamDrama,Twitter,#Captivation #TennisRivalry,28.0,55.0,UK,2017,9,10,20,Admiration & Awe,83.0,"['#captivation', '#tennisrivalry']",2,22,130,Europe
"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title.",Triumph,2022-06-20 21:00:00,BasketballFanUnderdogTriumph,Facebook,#Triumph #BasketballFinals,18.0,35.0,USA,2022,6,20,21,Confidence & Achievement,53.0,"['#triumph', '#basketballfinals']",2,23,137,North America
"At the golf tournament, the golfer's precision and focus lead to a stunning victory, leaving spectators in awe of their exceptional skill.",Awe,2016-04-10 18:30:00,GolfEnthusiastPrecisionVictory,Instagram,#Awe #GolfVictory,22.0,45.0,Scotland,2016,4,10,18,Admiration & Awe,67.0,"['#awe', '#golfvictory']",2,22,138,Europe
"Experiencing the thrill of a high-speed Formula 1 race, fans are on the edge of their seats as drivers compete for the championship.",Thrill,2019-11-24 19:45:00,F1FanHighSpeedRaceExcitement,Twitter,#Thrill #Formula1Championship,28.0,55.0,Germany,2019,11,24,19,Happiness & Joy,83.0,"['#thrill', '#formula1championship']",2,23,132,Europe
"In the cycling world championship, the climber conquers challenging terrains, symbolizing determination and achievement against all odds.",Determination,2015-09-28 22:30:00,CyclingEnthusiastWorldChampion,Facebook,#Determination #CyclingChampion,35.0,70.0,Italy,2015,9,28,22,Confidence & Achievement,105.0,"['#determination', '#cyclingchampion']",2,17,137,Europe
"Witnessing a heartwarming comeback in the hockey finals, fans share tears of joy as the team secures a historic victory after adversity.",Heartwarming,2020-12-12 20:00:00,HockeyFanComebackVictory,Instagram,#Heartwarming #HockeyFinalsComeback,22.0,45.0,Canada,2020,12,12,20,Love & Affection,67.0,"['#heartwarming', '#hockeyfinalscomeback']",2,22,136,North America
"After a series of defeats, the soccer team faces disappointment, struggling to find the silver lining in a challenging season.",Disappointment,2019-11-02 18:45:00,SoccerFanTeamDefeats,Twitter,#Disappointment #SoccerDefeats,40.0,80.0,Brazil,2019,11,2,18,Sadness & Loss,120.0,"['#disappointment', '#soccerdefeats']",2,20,126,South America
"In the tennis tournament, a highly anticipated player experiences a setback, leaving fans in shock and questioning the unforeseen turn of events.",Frustration,2018-07-10 21:15:00,TennisEnthusiastUnexpectedSetback,Instagram,#Frustration #TennisSetback,35.0,70.0,USA,2018,7,10,21,Anger & Resentment,105.0,"['#frustration', '#tennissetback']",2,22,145,North America
"Facing a defeat in the championship, the boxer reflects on the challenges, vowing to return stronger and more determined in the next bout.",Reflection,2020-09-18 19:30:00,BoxingFanChampionshipDefeat,Facebook,#Reflection #BoxingDefeat,30.0,60.0,UK,2020,9,18,19,Curiosity & Reflection,90.0,"['#reflection', '#boxingdefeat']",2,23,138,Europe
"In the midst of a cycling race, a tire blowout leads to frustration for the cyclist, who valiantly tries to overcome the unexpected obstacle.",Obstacle,2017-05-15 22:00:00,CyclingEnthusiastTireBlowout,Twitter,#Obstacle #CyclingFrustration,22.0,45.0,France,2017,5,15,22,Disappointment & Regret,67.0,"['#obstacle', '#cyclingfrustration']",2,24,141,Europe
"The gymnast's unexpected fall during a routine sparks a wave of sympathy from the audience, highlighting the vulnerability of sports.",Sympathy,2021-04-05 20:15:00,GymnasticsFanRoutineFall,Instagram,#Sympathy #GymnasticsFall,28.0,55.0,Japan,2021,4,5,20,Love & Affection,83.0,"['#sympathy', '#gymnasticsfall']",2,20,133,Asia
"In the golf tournament, a missed crucial putt results in defeat, causing the golfer to reflect on the pressure of high-stakes competition.",Pressure,2016-08-20 18:30:00,GolfEnthusiastMissedPutt,Facebook,#Pressure #GolfDefeat,18.0,35.0,USA,2016,8,20,18,Fear & Anxiety,53.0,"['#pressure', '#golfdefeat']",2,22,138,North America
"Experiencing a series of losses in the basketball season, the team grapples with frustration, determined to turn the tide with renewed effort.",Renewed Effort,2019-02-12 19:45:00,BasketballFanTeamLosses,Twitter,#RenewedEffort #BasketballStruggles,22.0,45.0,Canada,2019,2,12,19,Confidence & Achievement,67.0,"['#renewedeffort', '#basketballstruggles']",2,22,142,North America
"Despite meticulous training, the swimmer faces disappointment as a split-second miscalculation costs them the lead in a crucial race.",Miscalculation,2015-06-28 20:00:00,SwimmingEnthusiastRaceSetback,Instagram,#Miscalculation #SwimmingDisappointment,28.0,55.0,Australia,2015,6,28,20,Disappointment & Regret,83.0,"['#miscalculation', '#swimmingdisappointment']",2,19,133,Oceania
"The weightlifter's failed attempt at a personal record results in frustration, highlighting the challenging nature of pushing physical limits.",Challenge,2022-01-08 21:30:00,WeightliftingFanFailedRecord,Facebook,#Challenge #WeightliftingFailure,35.0,70.0,Germany,2022,1,8,21,Disappointment & Regret,105.0,"['#challenge', '#weightliftingfailure']",2,19,142,Europe
"In the midst of a soccer match, an unexpected own goal creates a moment of despair for the player, as teammates console and encourage them.",Despair,2018-12-15 20:15:00,SoccerPlayerOwnGoalMoment,Twitter,#Despair #OwnGoal,22.0,45.0,Spain,2018,12,15,20,Sadness & Loss,67.0,"['#despair', '#owngoal']",2,25,139,Europe
"In the serene beauty of a sunset, nature unfolds a canvas of colors, evoking a sense of tranquility and wonder.",Tranquility,2021-07-10 19:00:00,NatureEnthusiastSunsetWonder,Instagram,#Tranquility #SunsetBeauty,40.0,80.0,Canada,2021,7,10,19,Calm & Peace,120.0,"['#tranquility', '#sunsetbeauty']",2,20,111,North America
"Embarking on a spontaneous road trip, the traveler discovers hidden gems, creating memories that will be cherished for a lifetime.",Adventure,2019-09-28 20:30:00,TravelEnthusiastRoadTripDiscovery,Twitter,#Adventure #RoadTripMemories,35.0,70.0,USA,2019,9,28,20,Experience & Theme,105.0,"['#adventure', '#roadtripmemories']",2,20,130,North America
"Amidst the bustling city, a quiet café becomes a sanctuary for reflection, where a cup of coffee brings solace to the wandering mind.",Solace,2022-03-15 18:45:00,UrbanExplorerCafeSolitude,Facebook,#Solace #CafeReflection,30.0,60.0,France,2022,3,15,18,Calm & Peace,90.0,"['#solace', '#cafereflection']",2,23,133,Europe
